"","STATENAME","URL","WEBSITE","ACTIVITY.LEVEL","ACTIVITY.LEVEL.LABEL","WEEKEND","WEEK","SEASON","integerActivityLevel"
"675","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 3","Minimal","Dec-29-2018",52,"2018-19",3
"676","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 10","High","Dec-29-2018",52,"2018-19",10
"677","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 8","High","Dec-29-2018",52,"2018-19",8
"678","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 2","Minimal","Dec-29-2018",52,"2018-19",2
"679","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 10","High","Dec-29-2018",52,"2018-19",10
"680","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 10","High","Dec-29-2018",52,"2018-19",10
"681","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 7","Moderate","Dec-29-2018",52,"2018-19",7
"682","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 7","Moderate","Dec-29-2018",52,"2018-19",7
"683","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 3","Minimal","Dec-29-2018",52,"2018-19",3
"684","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 4","Low","Dec-29-2018",52,"2018-19",4
"685","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 10","High","Dec-29-2018",52,"2018-19",10
"686","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 4","Low","Dec-29-2018",52,"2018-19",4
"687","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 7","Moderate","Dec-29-2018",52,"2018-19",7
"688","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 6","Moderate","Dec-29-2018",52,"2018-19",6
"689","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 10","High","Dec-29-2018",52,"2018-19",10
"690","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Dec-29-2018",52,"2018-19",1
"691","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 5","Low","Dec-29-2018",52,"2018-19",5
"692","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 10","High","Dec-29-2018",52,"2018-19",10
"693","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 10","High","Dec-29-2018",52,"2018-19",10
"694","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 6","Moderate","Dec-29-2018",52,"2018-19",6
"695","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 8","High","Dec-29-2018",52,"2018-19",8
"696","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 2","Minimal","Dec-29-2018",52,"2018-19",2
"697","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 2","Minimal","Dec-29-2018",52,"2018-19",2
"698","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 4","Low","Dec-29-2018",52,"2018-19",4
"699","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 5","Low","Dec-29-2018",52,"2018-19",5
"700","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 10","High","Dec-29-2018",52,"2018-19",10
"701","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 5","Low","Dec-29-2018",52,"2018-19",5
"702","Virgin Islands","http://doh.vi.gov/","Influenza","Level 2","Minimal","Dec-29-2018",52,"2018-19",2
"703","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 9","High","Jan-05-2019",1,"2018-19",9
"704","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"705","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 8","High","Jan-05-2019",1,"2018-19",8
"706","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 4","Low","Jan-05-2019",1,"2018-19",4
"707","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 6","Moderate","Jan-05-2019",1,"2018-19",6
"708","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 10","High","Jan-05-2019",1,"2018-19",10
"709","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 7","Moderate","Jan-05-2019",1,"2018-19",7
"710","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Jan-05-2019",1,"2018-19",1
"711","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 4","Low","Jan-05-2019",1,"2018-19",4
"712","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"713","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 10","High","Jan-05-2019",1,"2018-19",10
"714","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 2","Minimal","Jan-05-2019",1,"2018-19",2
"715","Idaho","http://flu.idaho.gov","Influenza","Level 2","Minimal","Jan-05-2019",1,"2018-19",2
"716","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 6","Moderate","Jan-05-2019",1,"2018-19",6
"717","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 7","Moderate","Jan-05-2019",1,"2018-19",7
"718","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"719","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 6","Moderate","Jan-05-2019",1,"2018-19",6
"720","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 8","High","Jan-05-2019",1,"2018-19",8
"721","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 9","High","Jan-05-2019",1,"2018-19",9
"722","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"723","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 7","Moderate","Jan-05-2019",1,"2018-19",7
"724","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 7","Moderate","Jan-05-2019",1,"2018-19",7
"725","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"726","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 5","Low","Jan-05-2019",1,"2018-19",5
"727","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 6","Moderate","Jan-05-2019",1,"2018-19",6
"728","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 5","Low","Jan-05-2019",1,"2018-19",5
"729","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 2","Minimal","Jan-05-2019",1,"2018-19",2
"730","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 10","High","Jan-05-2019",1,"2018-19",10
"731","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 5","Low","Jan-05-2019",1,"2018-19",5
"732","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 1","Minimal","Jan-05-2019",1,"2018-19",1
"733","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 10","High","Jan-05-2019",1,"2018-19",10
"734","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 10","High","Jan-05-2019",1,"2018-19",10
"735","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 6","Moderate","Jan-05-2019",1,"2018-19",6
"736","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 6","Moderate","Jan-05-2019",1,"2018-19",6
"737","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"738","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Jan-05-2019",1,"2018-19",1
"739","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 10","High","Jan-05-2019",1,"2018-19",10
"740","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 5","Low","Jan-05-2019",1,"2018-19",5
"741","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 7","Moderate","Jan-05-2019",1,"2018-19",7
"742","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 4","Low","Jan-05-2019",1,"2018-19",4
"743","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 10","High","Jan-05-2019",1,"2018-19",10
"744","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 2","Minimal","Jan-05-2019",1,"2018-19",2
"745","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 5","Low","Jan-05-2019",1,"2018-19",5
"746","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 8","High","Jan-05-2019",1,"2018-19",8
"747","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 9","High","Jan-05-2019",1,"2018-19",9
"748","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 4","Low","Jan-05-2019",1,"2018-19",4
"749","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 8","High","Jan-05-2019",1,"2018-19",8
"750","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 2","Minimal","Jan-05-2019",1,"2018-19",2
"751","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"752","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 4","Low","Jan-05-2019",1,"2018-19",4
"753","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 3","Minimal","Jan-05-2019",1,"2018-19",3
"754","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 9","High","Jan-05-2019",1,"2018-19",9
"755","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 6","Moderate","Jan-05-2019",1,"2018-19",6
"756","Virgin Islands","http://doh.vi.gov/","Influenza","Level 1","Minimal","Jan-05-2019",1,"2018-19",1
"757","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"758","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 1","Minimal","Jan-12-2019",2,"2018-19",1
"759","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 9","High","Jan-12-2019",2,"2018-19",9
"760","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 2","Minimal","Jan-12-2019",2,"2018-19",2
"761","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 5","Low","Jan-12-2019",2,"2018-19",5
"762","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 10","High","Jan-12-2019",2,"2018-19",10
"763","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"764","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Jan-12-2019",2,"2018-19",1
"765","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 4","Low","Jan-12-2019",2,"2018-19",4
"766","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 2","Minimal","Jan-12-2019",2,"2018-19",2
"767","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 8","High","Jan-12-2019",2,"2018-19",8
"768","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 3","Minimal","Jan-12-2019",2,"2018-19",3
"769","Idaho","http://flu.idaho.gov","Influenza","Level 3","Minimal","Jan-12-2019",2,"2018-19",3
"770","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 4","Low","Jan-12-2019",2,"2018-19",4
"771","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 6","Moderate","Jan-12-2019",2,"2018-19",6
"772","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 2","Minimal","Jan-12-2019",2,"2018-19",2
"773","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 6","Moderate","Jan-12-2019",2,"2018-19",6
"774","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 10","High","Jan-12-2019",2,"2018-19",10
"775","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"776","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 3","Minimal","Jan-12-2019",2,"2018-19",3
"777","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 4","Low","Jan-12-2019",2,"2018-19",4
"778","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 6","Moderate","Jan-12-2019",2,"2018-19",6
"779","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 2","Minimal","Jan-12-2019",2,"2018-19",2
"780","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 10","High","Jan-12-2019",2,"2018-19",10
"781","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 5","Low","Jan-12-2019",2,"2018-19",5
"782","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 3","Minimal","Jan-12-2019",2,"2018-19",3
"783","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 2","Minimal","Jan-12-2019",2,"2018-19",2
"784","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 10","High","Jan-12-2019",2,"2018-19",10
"785","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 6","Moderate","Jan-12-2019",2,"2018-19",6
"786","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 8","High","Jan-12-2019",2,"2018-19",8
"787","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 10","High","Jan-12-2019",2,"2018-19",10
"788","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 10","High","Jan-12-2019",2,"2018-19",10
"789","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 5","Low","Jan-12-2019",2,"2018-19",5
"790","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 5","Low","Jan-12-2019",2,"2018-19",5
"791","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 1","Minimal","Jan-12-2019",2,"2018-19",1
"792","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Jan-12-2019",2,"2018-19",1
"793","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 9","High","Jan-12-2019",2,"2018-19",9
"794","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 3","Minimal","Jan-12-2019",2,"2018-19",3
"795","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 5","Low","Jan-12-2019",2,"2018-19",5
"796","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"797","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"798","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 1","Minimal","Jan-12-2019",2,"2018-19",1
"799","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 1","Minimal","Jan-12-2019",2,"2018-19",1
"800","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"801","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"802","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"803","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"804","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 2","Minimal","Jan-12-2019",2,"2018-19",2
"805","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 4","Low","Jan-12-2019",2,"2018-19",4
"806","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 4","Low","Jan-12-2019",2,"2018-19",4
"807","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 3","Minimal","Jan-12-2019",2,"2018-19",3
"808","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 7","Moderate","Jan-12-2019",2,"2018-19",7
"809","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 2","Minimal","Jan-12-2019",2,"2018-19",2
"810","Virgin Islands","http://doh.vi.gov/","Influenza","Level 3","Minimal","Jan-12-2019",2,"2018-19",3
"811","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 10","High","Jan-19-2019",3,"2018-19",10
"812","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 4","Low","Jan-19-2019",3,"2018-19",4
"813","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 6","Moderate","Jan-19-2019",3,"2018-19",6
"814","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 5","Low","Jan-19-2019",3,"2018-19",5
"815","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 4","Low","Jan-19-2019",3,"2018-19",4
"816","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 9","High","Jan-19-2019",3,"2018-19",9
"817","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 8","High","Jan-19-2019",3,"2018-19",8
"818","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Jan-19-2019",3,"2018-19",1
"819","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 4","Low","Jan-19-2019",3,"2018-19",4
"820","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 3","Minimal","Jan-19-2019",3,"2018-19",3
"821","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 8","High","Jan-19-2019",3,"2018-19",8
"822","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 1","Minimal","Jan-19-2019",3,"2018-19",1
"823","Idaho","http://flu.idaho.gov","Influenza","Level 4","Low","Jan-19-2019",3,"2018-19",4
"824","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 4","Low","Jan-19-2019",3,"2018-19",4
"825","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 9","High","Jan-19-2019",3,"2018-19",9
"826","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 4","Low","Jan-19-2019",3,"2018-19",4
"827","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 8","High","Jan-19-2019",3,"2018-19",8
"828","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 10","High","Jan-19-2019",3,"2018-19",10
"829","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 8","High","Jan-19-2019",3,"2018-19",8
"830","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 3","Minimal","Jan-19-2019",3,"2018-19",3
"831","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 9","High","Jan-19-2019",3,"2018-19",9
"832","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 7","Moderate","Jan-19-2019",3,"2018-19",7
"833","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 3","Minimal","Jan-19-2019",3,"2018-19",3
"834","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 6","Moderate","Jan-19-2019",3,"2018-19",6
"835","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 6","Moderate","Jan-19-2019",3,"2018-19",6
"836","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 5","Low","Jan-19-2019",3,"2018-19",5
"837","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 2","Minimal","Jan-19-2019",3,"2018-19",2
"838","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 10","High","Jan-19-2019",3,"2018-19",10
"839","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 5","Low","Jan-19-2019",3,"2018-19",5
"840","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 7","Moderate","Jan-19-2019",3,"2018-19",7
"841","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 10","High","Jan-19-2019",3,"2018-19",10
"842","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 10","High","Jan-19-2019",3,"2018-19",10
"843","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 7","Moderate","Jan-19-2019",3,"2018-19",7
"844","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 6","Moderate","Jan-19-2019",3,"2018-19",6
"845","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 3","Minimal","Jan-19-2019",3,"2018-19",3
